route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
r11592385,Woro-woro de Yopougon,,woro woro : Carrefour Zone ↔ Zone industrielle,,3,https://jungle-bus.github.io/unroll/route.html?line=11592385,0000ff,ffffff
r11592419,Woro-woro de Yopougon,,woro woro : Carrefour Zone ↔ Micao,,3,https://jungle-bus.github.io/unroll/route.html?line=11592419,0000ff,ffffff
r11592466,Woro-woro de Yopougon,,woro woro : Keneya ↔ Carrefour CHU,,3,https://jungle-bus.github.io/unroll/route.html?line=11592466,0000ff,ffffff
r11592497,Woro-woro d'Abobo,,woro woro : Abobo Marché ↔ Kennedy,,3,https://jungle-bus.github.io/unroll/route.html?line=11592497,f5f5dc,000000
r11592571,Woro-woro de Yopougon,,woro woro : Mairie ↔ Gabriel Gare,,3,https://jungle-bus.github.io/unroll/route.html?line=11592571,0000ff,ffffff
r11592766,Woro-woro d'Abobo,,woro woro : Abobo Marché ↔ Dokui,,3,https://jungle-bus.github.io/unroll/route.html?line=11592766,f5f5dc,000000
r11592774,Woro-woro de Yopougon,,woro woro : Bel air ↔ Gabriel Gare,,3,https://jungle-bus.github.io/unroll/route.html?line=11592774,0000ff,ffffff
r11592840,Woro-woro de Yopougon,,woro woro : Coopec ananeraie ↔ Carrefour Oasis,,3,https://jungle-bus.github.io/unroll/route.html?line=11592840,0000ff,ffffff
r11592897,Woro-woro d'Abobo,,woro woro : Abobo marché ↔ Houphouet-Boigny,,3,https://jungle-bus.github.io/unroll/route.html?line=11592897,f5f5dc,000000
r11592959,Woro-woro d'Abobo,,woro woro : Abobo Marche ↔ Carrefour kennedy,,3,https://jungle-bus.github.io/unroll/route.html?line=11592959,f5f5dc,000000
r11593183,Woro-woro d'Abobo,,woro woro : Ancienne Gendarmerie ↔ Grand Carrefour,,3,https://jungle-bus.github.io/unroll/route.html?line=11593183,ffffff,000000
r11596432,Woro-woro de Yopougon,,woro woro : Keneya ↔ Coopec ananeraie,,3,https://jungle-bus.github.io/unroll/route.html?line=11596432,0000ff,ffffff
r11596455,Woro-woro de Yopougon,,woro woro : Bel air ↔ Keneya,,3,https://jungle-bus.github.io/unroll/route.html?line=11596455,0000ff,ffffff
r11596584,Woro-woro de Yopougon,,woro woro : Palais ↔ Koweit,,3,https://jungle-bus.github.io/unroll/route.html?line=11596584,0000ff,ffffff
r11596698,Woro-woro de Yopougon,,woro woro : Palais ↔ Abobo Doumé,,3,https://jungle-bus.github.io/unroll/route.html?line=11596698,0000ff,ffffff
r11596735,Woro-woro de Yopougon,,woro woro : Bel air ↔ Mossikro,,3,https://jungle-bus.github.io/unroll/route.html?line=11596735,0000ff,ffffff
